TheVoynichManuscript_chunk_113_1499105773483229_count_0_noise_-1_noise_type_White,2,12.72,13.8,ticket things,-1,True,0.7861,0.388,podcast_lecture,White,ticket,things,"[{'word_confidence': [['tickets', 0.26], ['since', 0.303]], 'confidence': 0.276, 'timestamps': [['tickets', 0.31, 0.85], ['since', 0.93, 1.26]], 'transcript': 'tickets since '}]",tickets,0.5677,since,0.4111
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_48_1499105773483229_count_0_noise_8_noise_type_White,2,7.01,7.74,Italy honoring,8,True,0.7735,0.3664,podcast_lecture,White,Italy,honoring,"[{'word_confidence': [['Italy', 0.392], ['and', 0.079]], 'confidence': 0.305, 'timestamps': [['Italy', 0.28, 0.59], ['and', 0.59, 0.71]], 'transcript': 'Italy and '}]",Italy,0.6133
History_4A_Fall_2007_UC_Berkeley_Lecture_22_Violence_and_Civil_War_The_Fall_of_the_Roman_Republic_20474_chunk_32_1499105773483229_count_0_noise_-1_noise_type_White,2,11.38,12.78,decadence popping,-1,True,0.9558,0.3879,podcast_lecture,White,decadence,popping,"[{'word_confidence': [['popping', 0.271]], 'confidence': 0.271, 'timestamps': [['popping', 1.14, 1.62]], 'transcript': 'popping '}]",popping,0.5614
History_4A_Fall_2007_UC_Berkeley_Lecture_05_New_Kingdom_Egypt_State_and_Society_c._1500-1000_BC_20457_chunk_124_1499105773483229_count_0_noise_-1_noise_type_White,2,7.88,8.72,Darryl Medina,-1,False,0.3482,0.9448,podcast_lecture,White,Darryl,Medina,"[{'word_confidence': [[""they're"", 0.725], ['on', 0.844], ['the', 0.618], ['Venus', 0.087]], 'confidence': 0.47, 'timestamps': [[""they're"", 0.21, 0.46], ['on', 0.46, 0.63], ['the', 0.63, 0.7], ['Venus', 0.7, 1.06]], 'transcript': ""they're on the Venus ""}]",they're,0.5014,on,0.6703,the,0.5516
History_4A_Fall_2007_UC_Berkeley_Lecture_31_Twilight_in_the_West_20483_chunk_32_1499105773483229_count_0_noise_-1_noise_type_White,2,3.3,4.65,favorites though,-1,True,0.9828,0.472,podcast_lecture,White,favorites,though,"[{'word_confidence': [['favorites', 0.53], ['that', 0.311]], 'confidence': 0.448, 'timestamps': [['favorites', 0.33, 0.9], ['that', 1.27, 1.61]], 'transcript': 'favorites that '}]",favorites,0.6837,that,0.7086
History_4A_Fall_2007_UC_Berkeley_Lecture_31_Twilight_in_the_West_20483_chunk_32_1499105773483229_count_0_noise_0_noise_type_White,2,3.3,4.65,favorites though,0,True,0.9828,0.472,podcast_lecture,White,favorites,though,"[{'word_confidence': [['favorite', 0.845], ['that', 0.289]], 'confidence': 0.612, 'timestamps': [['favorite', 0.32, 0.79], ['that', 1.27, 1.61]], 'transcript': 'favorite that '}]",favorite,0.9313,that,0.438
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_52_1499105773483229_count_0_noise_-1_noise_type_White,2,16.39,17.8,power posthumously,-1,True,1.0,0.4825,podcast_lecture,White,power,posthumously,"[{'word_confidence': [['power', 0.48], ['posthumously', 0.692]], 'confidence': 0.603, 'timestamps': [['power', 0.3, 0.75], ['posthumously', 1.03, 1.65]], 'transcript': 'power posthumously '}]",power,0.636,posthumously,0.9478
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_52_1499105773483229_count_0_noise_0_noise_type_White,2,16.39,17.8,power posthumously,0,True,1.0,0.4825,podcast_lecture,White,power,posthumously,"[{'word_confidence': [['our', 0.467], ['posthumously', 0.417]], 'confidence': 0.437, 'timestamps': [['our', 0.32, 0.73], ['posthumously', 1.04, 1.65]], 'transcript': 'our posthumously '}]",our,0.5234,posthumously,0.8817
FinneginsWake_chunk_131_1499105773483229_count_0_noise_-1_noise_type_White,2,5.85,6.61,their Cynara,-1,False,0.3915,0.845,podcast_lecture,White,their,Cynara,"[{'word_confidence': [[""they're"", 0.551], ['Cynara', 0.405]], 'confidence': 0.443, 'timestamps': [[""they're"", 0.24, 0.44], ['Cynara', 0.44, 1.0]], 'transcript': ""they're Cynara ""}]",they're,0.3991,Cynara,0.801
FinneginsWake_chunk_131_1499105773483229_count_0_noise_0_noise_type_White,2,5.85,6.61,their Cynara,0,False,0.3915,0.845,podcast_lecture,White,their,Cynara,"[{'word_confidence': [[""they're"", 0.552], ['Cynara', 0.409]], 'confidence': 0.446, 'timestamps': [[""they're"", 0.24, 0.44], ['Cynara', 0.44, 1.0]], 'transcript': ""they're Cynara ""}]",they're,0.3992,Cynara,0.8002
FinneginsWake_chunk_131_1499105773483229_count_0_noise_10_noise_type_White,2,5.85,6.61,their Cynara,10,False,0.3915,0.845,podcast_lecture,White,their,Cynara,"[{'word_confidence': [[""they're"", 0.642], ['Cynara', 0.545]], 'confidence': 0.57, 'timestamps': [[""they're"", 0.24, 0.44], ['Cynara', 0.44, 1.0]], 'transcript': ""they're Cynara ""}]",they're,0.4433,Cynara,0.8777
FinneginsWake_chunk_131_1499105773483229_count_0_noise_20_noise_type_White,2,5.85,6.61,their Cynara,20,False,0.3915,0.845,podcast_lecture,White,their,Cynara,"[{'word_confidence': [[""they're"", 0.517], ['Cynara', 0.366]], 'confidence': 0.406, 'timestamps': [[""they're"", 0.24, 0.44], ['Cynara', 0.44, 1.0]], 'transcript': ""they're Cynara ""}]",they're,0.4136,Cynara,0.8259
FinneginsWake_chunk_131_1499105773483229_count_0_noise_25_noise_type_White,2,5.85,6.61,their Cynara,25,False,0.3915,0.845,podcast_lecture,White,their,Cynara,"[{'word_confidence': [[""they're"", 0.46], ['Cynara', 0.347]], 'confidence': 0.376, 'timestamps': [[""they're"", 0.24, 0.44], ['Cynara', 0.44, 1.0]], 'transcript': ""they're Cynara ""}]",they're,0.4307,Cynara,0.8813
FinneginsWake_chunk_131_1499105773483229_count_0_noise_27_noise_type_White,2,5.85,6.61,their Cynara,27,False,0.3915,0.845,podcast_lecture,White,their,Cynara,"[{'word_confidence': [[""they're"", 0.372], ['Cynara', 0.251]], 'confidence': 0.283, 'timestamps': [[""they're"", 0.24, 0.44], ['Cynara', 0.44, 1.0]], 'transcript': ""they're Cynara ""}]",they're,0.3989,Cynara,0.8339
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_97_1499105773483229_count_0_noise_-1_noise_type_White,2,3.68,4.27,Jupiter gives,-1,True,1.0,0.4916,podcast_lecture,White,Jupiter,gives,"[{'word_confidence': [['Jupiter', 0.668], ['give', 0.206]], 'confidence': 0.519, 'timestamps': [['Jupiter', 0.25, 0.63], ['give', 0.63, 0.81]], 'transcript': 'Jupiter give '}]",Jupiter,0.9854,give,0.4665
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_97_1499105773483229_count_0_noise_0_noise_type_White,2,3.68,4.27,Jupiter gives,0,True,1.0,0.4916,podcast_lecture,White,Jupiter,gives,"[{'word_confidence': [['Jupiter', 0.23], ['give', 0.38]], 'confidence': 0.279, 'timestamps': [['Jupiter', 0.26, 0.63], ['give', 0.63, 0.81]], 'transcript': 'Jupiter give '}]",Jupiter,0.8192,give,0.5041
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_97_1499105773483229_count_0_noise_10_noise_type_White,2,3.68,4.27,Jupiter gives,10,True,1.0,0.4916,podcast_lecture,White,Jupiter,gives,"[{'word_confidence': [['Jupiter', 0.073], ['give', 0.218]], 'confidence': 0.122, 'timestamps': [['Jupiter', 0.28, 0.63], ['give', 0.63, 0.81]], 'transcript': 'Jupiter give '}]",reporter,0.2918
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_97_1499105773483229_count_0_noise_5_noise_type_White,2,3.68,4.27,Jupiter gives,5,True,1.0,0.4916,podcast_lecture,White,Jupiter,gives,"[{'word_confidence': [['Jupiter', 0.153], ['give', 0.347]], 'confidence': 0.219, 'timestamps': [['Jupiter', 0.28, 0.63], ['give', 0.63, 0.81]], 'transcript': 'Jupiter give '}]",Jupiter,0.5771,give,0.3977
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_97_1499105773483229_count_0_noise_7_noise_type_White,2,3.68,4.27,Jupiter gives,7,True,1.0,0.4916,podcast_lecture,White,Jupiter,gives,"[{'word_confidence': [['Jupiter', 0.123], ['give', 0.334]], 'confidence': 0.195, 'timestamps': [['Jupiter', 0.28, 0.63], ['give', 0.63, 0.81]], 'transcript': 'Jupiter give '}]",Jupiter,0.4489,give,0.4697
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_97_1499105773483229_count_0_noise_6_noise_type_White,2,3.68,4.27,Jupiter gives,6,True,1.0,0.4916,podcast_lecture,White,Jupiter,gives,"[{'word_confidence': [['Jupiter', 0.133], ['give', 0.314]], 'confidence': 0.195, 'timestamps': [['Jupiter', 0.28, 0.63], ['give', 0.63, 0.81]], 'transcript': 'Jupiter give '}]",Jupiter,0.4966
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_12_1499105773483229_count_0_noise_-1_noise_type_White,2,14.97,16.0,business contract,-1,True,0.9733,0.4834,podcast_lecture,White,business,contract,"[{'word_confidence': [['business', 1.0], ['contracts', 0.508]], 'confidence': 0.674, 'timestamps': [['business', 0.22, 0.56], ['contracts', 0.56, 1.23]], 'transcript': 'business contracts '}]",business,1.0,contracts,0.5368
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_12_1499105773483229_count_0_noise_0_noise_type_White,2,14.97,16.0,business contract,0,True,0.9733,0.4834,podcast_lecture,White,business,contract,"[{'word_confidence': [['business', 1.0], ['contracts', 0.496]], 'confidence': 0.661, 'timestamps': [['business', 0.24, 0.56], ['contracts', 0.56, 1.22]], 'transcript': 'business contracts '}]",business,1.0,contracts,0.5059
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_12_1499105773483229_count_0_noise_10_noise_type_White,2,14.97,16.0,business contract,10,True,0.9733,0.4834,podcast_lecture,White,business,contract,"[{'word_confidence': [['business', 1.0], ['contract', 0.525]], 'confidence': 0.675, 'timestamps': [['business', 0.26, 0.56], ['contract', 0.56, 1.21]], 'transcript': 'business contract '}]",business,1.0,contract,0.5822
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_12_1499105773483229_count_0_noise_20_noise_type_White,2,14.97,16.0,business contract,20,True,0.9733,0.4834,podcast_lecture,White,business,contract,"[{'word_confidence': [['business', 1.0], ['contracts', 0.499]], 'confidence': 0.655, 'timestamps': [['business', 0.26, 0.56], ['contracts', 0.56, 1.22]], 'transcript': 'business contracts '}]",business,1.0,contracts,0.5107
History_4A_Fall_2007_UC_Berkeley_Lecture_04_History_4A-Lecture_4_20456_chunk_18_1499105773483229_count_0_noise_-1_noise_type_White,2,12.29,12.89,anymore there,-1,True,0.8336,0.4343,podcast_lecture,White,anymore,there,"[{'word_confidence': [['any', 0.212], ['more', 0.719], ['there', 0.89]], 'confidence': 0.697, 'timestamps': [['any', 0.26, 0.38], ['more', 0.38, 0.57], ['there', 0.57, 0.85]], 'transcript': 'any more there '}]",more,0.5057,there,0.6834
History_4A_Fall_2007_UC_Berkeley_Lecture_22_Violence_and_Civil_War_The_Fall_of_the_Roman_Republic_20474_chunk_64_1499105773483229_count_0_noise_-1_noise_type_White,2,17.96,19.18,consuls appointed,-1,False,0.4324,0.8096,podcast_lecture,White,consuls,appointed,[]
TerenceMckenna-TrueHallucinations09-16_chunk_64_1499105773483229_count_0_noise_-1_noise_type_White,2,11.3,12.53,insect multi,-1,True,0.9918,0.4686,podcast_lecture,White,insect,multi,"[{'word_confidence': [['insect', 0.948], ['multi', 0.06]], 'confidence': 0.557, 'timestamps': [['insect', 0.2, 0.9], ['multi', 0.9, 1.45]], 'transcript': 'insect multi '}]",insect,0.9862,multi,0.3715
TerenceMckenna-TrueHallucinations09-16_chunk_64_1499105773483229_count_0_noise_0_noise_type_White,2,11.3,12.53,insect multi,0,True,0.9918,0.4686,podcast_lecture,White,insect,multi,"[{'word_confidence': [['insect', 0.945], ['multi', 0.087]], 'confidence': 0.568, 'timestamps': [['insect', 0.2, 0.9], ['multi', 0.9, 1.45]], 'transcript': 'insect multi '}]",insect,0.9923,multi,0.3912
TerenceMckenna-TrueHallucinations09-16_chunk_64_1499105773483229_count_0_noise_10_noise_type_White,2,11.3,12.53,insect multi,10,True,0.9918,0.4686,podcast_lecture,White,insect,multi,"[{'word_confidence': [['insect', 0.824], ['multi', 0.049]], 'confidence': 0.487, 'timestamps': [['insect', 0.2, 0.9], ['multi', 0.9, 1.44]], 'transcript': 'insect multi '}]",insect,0.9602,multi,0.2164
TerenceMckenna-TrueHallucinations09-16_chunk_64_1499105773483229_count_0_noise_20_noise_type_White,2,11.3,12.53,insect multi,20,True,0.9918,0.4686,podcast_lecture,White,insect,multi,"[{'word_confidence': [['insect', 0.592], ['mufti', 0.318]], 'confidence': 0.473, 'timestamps': [['insect', 0.2, 0.89], ['mufti', 0.89, 1.42]], 'transcript': 'insect mufti '}]",insect,0.596,mufti,0.8058
TerenceMckenna-TrueHallucinations09-16_chunk_64_1499105773483229_count_0_noise_22_noise_type_White,2,11.3,12.53,insect multi,22,True,0.9918,0.4686,podcast_lecture,White,insect,multi,"[{'word_confidence': [['insect', 0.427], ['mufti', 0.224]], 'confidence': 0.338, 'timestamps': [['insect', 0.21, 0.88], ['mufti', 0.88, 1.41]], 'transcript': 'insect mufti '}]",insects,0.5772,mufti,0.4787
TerenceMckenna-TrueHallucinations09-16_chunk_64_1499105773483229_count_0_noise_21_noise_type_White,2,11.3,12.53,insect multi,21,True,0.9918,0.4686,podcast_lecture,White,insect,multi,"[{'word_confidence': [['insect', 0.466], ['mufti', 0.173]], 'confidence': 0.338, 'timestamps': [['insect', 0.21, 0.89], ['mufti', 0.89, 1.42]], 'transcript': 'insect mufti '}]",insect,0.5102,mufti,0.6133
TerenceMckenna-TrueHallucinations16-16_chunk_38_1499105773483229_count_0_noise_-1_noise_type_White,2,16.97,18.2,visionary other,-1,True,0.9451,0.4824,podcast_lecture,White,visionary,other,"[{'word_confidence': [['this', 0.276], ['scenario', 0.598], ['other', 0.589]], 'confidence': 0.535, 'timestamps': [['this', 0.31, 0.51], ['scenario', 0.51, 1.0], ['other', 1.03, 1.42]], 'transcript': 'this scenario other '}]",this,0.43,scenario,0.6918,other,0.724
tmckenna-npr-mar99_chunk_109_1499105773483229_count_0_noise_-1_noise_type_White,2,14.81,15.47,there sometimes,-1,False,0.4193,0.9825,podcast_lecture,White,there,sometimes,"[{'word_confidence': [['there', 0.674], ['sometimes', 0.751]], 'confidence': 0.728, 'timestamps': [['there', 0.2, 0.41], ['sometimes', 0.41, 0.91]], 'transcript': 'there sometimes '}]",there,0.3422,sometimes,0.9813
tmckenna-npr-mar99_chunk_109_1499105773483229_count_0_noise_0_noise_type_White,2,14.81,15.47,there sometimes,0,False,0.4193,0.9825,podcast_lecture,White,there,sometimes,"[{'word_confidence': [['there', 0.641], ['sometimes', 0.77]], 'confidence': 0.731, 'timestamps': [['there', 0.2, 0.41], ['sometimes', 0.41, 0.91]], 'transcript': 'there sometimes '}]",there,0.3473,sometimes,0.9837
tmckenna-npr-mar99_chunk_109_1499105773483229_count_0_noise_10_noise_type_White,2,14.81,15.47,there sometimes,10,False,0.4193,0.9825,podcast_lecture,White,there,sometimes,"[{'word_confidence': [['there', 0.695], ['sometimes', 0.737]], 'confidence': 0.726, 'timestamps': [['there', 0.23, 0.41], ['sometimes', 0.41, 0.91]], 'transcript': 'there sometimes '}]",there,0.384,sometimes,0.9774
tmckenna-npr-mar99_chunk_109_1499105773483229_count_0_noise_20_noise_type_White,2,14.81,15.47,there sometimes,20,False,0.4193,0.9825,podcast_lecture,White,there,sometimes,"[{'word_confidence': [[""there's"", 0.431], ['sometimes', 0.422]], 'confidence': 0.425, 'timestamps': [[""there's"", 0.24, 0.46], ['sometimes', 0.46, 0.9]], 'transcript': ""there's sometimes ""}]",there's,0.5698,sometimes,0.8579
tmckenna-npr-mar99_chunk_109_1499105773483229_count_0_noise_21_noise_type_White,2,14.81,15.47,there sometimes,21,False,0.4193,0.9825,podcast_lecture,White,there,sometimes,"[{'word_confidence': [[""there's"", 0.446], ['sometimes', 0.315]], 'confidence': 0.359, 'timestamps': [[""there's"", 0.24, 0.46], ['sometimes', 0.46, 0.89]], 'transcript': ""there's sometimes ""}]",there's,0.5958,sometimes,0.7204
TheVoynichManuscript_chunk_68_1499105773483229_count_0_noise_-1_noise_type_White,2,15.13,16.31,people seems,-1,True,0.9799,0.4217,podcast_lecture,White,people,seems,"[{'word_confidence': [['people', 0.432], ['seem', 0.152]], 'confidence': 0.274, 'timestamps': [['people', 0.3, 0.61], ['seem', 0.82, 1.22]], 'transcript': 'people seem '}]",people,0.6013,seem,0.4815
TheVoynichManuscript_chunk_68_1499105773483229_count_0_noise_0_noise_type_White,2,15.13,16.31,people seems,0,True,0.9799,0.4217,podcast_lecture,White,people,seems,"[{'word_confidence': [['people', 0.52], ['seem', 0.129]], 'confidence': 0.299, 'timestamps': [['people', 0.3, 0.61], ['seem', 0.82, 1.22]], 'transcript': 'people seem '}]",people,0.826,seem,0.6133
TheVoynichManuscript_chunk_68_1499105773483229_count_0_noise_10_noise_type_White,2,15.13,16.31,people seems,10,True,0.9799,0.4217,podcast_lecture,White,people,seems,"[{'word_confidence': [['people', 0.489], ['seem', 0.205]], 'confidence': 0.322, 'timestamps': [['people', 0.31, 0.61], ['seem', 0.82, 1.25]], 'transcript': 'people seem '}]",people,0.788,seem,0.662
TheVoynichManuscript_chunk_68_1499105773483229_count_0_noise_20_noise_type_White,2,15.13,16.31,people seems,20,True,0.9799,0.4217,podcast_lecture,White,people,seems,"[{'word_confidence': [['IGN', 1.0]], 'confidence': 1.0, 'timestamps': [['IGN', 0.31, 1.36]], 'transcript': 'IGN '}]",IGN,1.0
TheVoynichManuscript_chunk_68_1499105773483229_count_0_noise_15_noise_type_White,2,15.13,16.31,people seems,15,True,0.9799,0.4217,podcast_lecture,White,people,seems,"[{'word_confidence': [['IGN', 0.308]], 'confidence': 0.308, 'timestamps': [['IGN', 0.31, 1.36]], 'transcript': 'IGN '}]",IGN,0.6496
TheVoynichManuscript_chunk_68_1499105773483229_count_0_noise_12_noise_type_White,2,15.13,16.31,people seems,12,True,0.9799,0.4217,podcast_lecture,White,people,seems,"[{'word_confidence': [['people', 0.473], ['seem', 0.251]], 'confidence': 0.342, 'timestamps': [['people', 0.31, 0.61], ['seem', 0.82, 1.25]], 'transcript': 'people seem '}]",people,0.687,seem,0.6087
TheVoynichManuscript_chunk_68_1499105773483229_count_0_noise_14_noise_type_White,2,15.13,16.31,people seems,14,True,0.9799,0.4217,podcast_lecture,White,people,seems,"[{'word_confidence': [['people', 0.315], ['seem', 0.231]], 'confidence': 0.265, 'timestamps': [['people', 0.31, 0.61], ['seem', 0.82, 1.25]], 'transcript': 'people seem '}]",IGN,0.4838
TheVoynichManuscript_chunk_68_1499105773483229_count_0_noise_13_noise_type_White,2,15.13,16.31,people seems,13,True,0.9799,0.4217,podcast_lecture,White,people,seems,"[{'word_confidence': [['people', 0.432], ['seem', 0.249]], 'confidence': 0.324, 'timestamps': [['people', 0.31, 0.61], ['seem', 0.82, 1.25]], 'transcript': 'people seem '}]",people,0.5773,seem,0.5004
History_4A_Fall_2007_UC_Berkeley_Lecture_08_Archaeology_Myth_and_History_the_Minoan_and_Mycenaean_Worlds_20460_chunk_121_1499105773483229_count_0_noise_-1_noise_type_White,2,9.54,10.2,discovers really,-1,False,0.4949,0.9823,podcast_lecture,White,discovers,really,"[{'word_confidence': [['really', 0.862]], 'confidence': 0.862, 'timestamps': [['really', 0.72, 0.9]], 'transcript': 'really '}]",really,0.9664
History_4A_Fall_2007_UC_Berkeley_Lecture_08_Archaeology_Myth_and_History_the_Minoan_and_Mycenaean_Worlds_20460_chunk_121_1499105773483229_count_0_noise_0_noise_type_White,2,9.54,10.2,discovers really,0,False,0.4949,0.9823,podcast_lecture,White,discovers,really,"[{'word_confidence': [['every', 0.678], ['really', 0.633]], 'confidence': 0.657, 'timestamps': [['every', 0.44, 0.69], ['really', 0.69, 0.91]], 'transcript': 'every really '}]",every,0.8771,really,0.9348
History_4A_Fall_2007_UC_Berkeley_Lecture_08_Archaeology_Myth_and_History_the_Minoan_and_Mycenaean_Worlds_20460_chunk_121_1499105773483229_count_0_noise_10_noise_type_White,2,9.54,10.2,discovers really,10,False,0.4949,0.9823,podcast_lecture,White,discovers,really,"[{'word_confidence': [['every', 0.384], ['Israeli', 0.093]], 'confidence': 0.22, 'timestamps': [['every', 0.44, 0.64], ['Israeli', 0.64, 0.9]], 'transcript': 'every Israeli '}]",service,0.4193,really,0.6684
TerenceMckenna-TrueHallucinations04-16_chunk_81_1499105773483229_count_0_noise_-1_noise_type_White,2,4.5,5.81,westerners involved,-1,False,0.4986,0.9486,podcast_lecture,White,westerners,involved,"[{'word_confidence': [['Wes', 0.34], ['Janson', 0.253], ['hall', 0.704]], 'confidence': 0.418, 'timestamps': [['Wes', 0.24, 0.55], ['Janson', 0.55, 1.11], ['hall', 1.11, 1.52]], 'transcript': 'Wes Janson hall '}]",Wes,0.6457,Janson,0.5754,hall,0.9051
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_109_1499105773483229_count_0_noise_-1_noise_type_White,2,22.79,23.89,member cornered,-1,True,0.7122,0.4683,podcast_lecture,White,member,cornered,"[{'word_confidence': [['remember', 0.927], ['cornered', 0.206]], 'confidence': 0.611, 'timestamps': [['remember', 0.2, 0.7], ['cornered', 0.96, 1.35]], 'transcript': 'remember cornered '}]",remember,0.996,corner,0.436
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_44_1499105773483229_count_0_noise_-1_noise_type_White,2,3.11,4.42,their regular,-1,False,0.3614,0.8755,podcast_lecture,White,their,regular,"[{'word_confidence': [['their', 0.887], ['regular', 0.997]], 'confidence': 0.971, 'timestamps': [['their', 0.2, 0.48], ['regular', 0.67, 1.56]], 'transcript': 'their regular '}]",their,0.5133,regular,0.9977
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_44_1499105773483229_count_0_noise_0_noise_type_White,2,3.11,4.42,their regular,0,False,0.3614,0.8755,podcast_lecture,White,their,regular,"[{'word_confidence': [['regular', 0.915]], 'confidence': 0.915, 'timestamps': [['regular', 0.68, 1.54]], 'transcript': 'regular '}]",regular,0.9979
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_44_1499105773483229_count_0_noise_10_noise_type_White,2,3.11,4.42,their regular,10,False,0.3614,0.8755,podcast_lecture,White,their,regular,"[{'word_confidence': [['the', 0.162], ['regular', 0.582]], 'confidence': 0.509, 'timestamps': [['the', 0.26, 0.44], ['regular', 0.67, 1.53]], 'transcript': 'the regular '}]",the,0.4405,regular,0.8318
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_44_1499105773483229_count_0_noise_12_noise_type_White,2,3.11,4.42,their regular,12,False,0.3614,0.8755,podcast_lecture,White,their,regular,"[{'word_confidence': [['the', 0.151], ['regular', 0.407]], 'confidence': 0.363, 'timestamps': [['the', 0.26, 0.44], ['regular', 0.67, 1.53]], 'transcript': 'the regular '}]",regular,0.7067
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_44_1499105773483229_count_0_noise_13_noise_type_White,2,3.11,4.42,their regular,13,False,0.3614,0.8755,podcast_lecture,White,their,regular,"[{'word_confidence': [['regular', 0.317]], 'confidence': 0.317, 'timestamps': [['regular', 0.66, 1.53]], 'transcript': 'regular '}]",regular,0.6188
TerenceMckenna-TrueHallucinations11-16_chunk_19_1499105773483229_count_0_noise_-1_noise_type_White,2,2.67,3.36,which suddenly,-1,True,0.8392,0.4854,podcast_lecture,White,which,suddenly,"[{'word_confidence': [[""we're"", 0.162], ['certainly', 0.47]], 'confidence': 0.419, 'timestamps': [[""we're"", 0.25, 0.36], ['certainly', 0.36, 0.92]], 'transcript': ""we're certainly ""}]",we're,0.3408,certainly,0.5502
TerenceMckenna-TrueHallucinations06-16_chunk_29_1499105773483229_count_0_noise_-1_noise_type_White,2,7.26,8.52,harming complexes,-1,True,0.8136,0.4719,podcast_lecture,White,harming,complexes,"[{'word_confidence': [['Harmon', 0.536], ['complexes', 0.258]], 'confidence': 0.368, 'timestamps': [['Harmon', 0.24, 0.73], ['complexes', 0.73, 1.48]], 'transcript': 'Harmon complexes '}]",Harmon,0.5178,complexes,0.5987
TerenceMckenna-TrueHallucinations06-16_chunk_29_1499105773483229_count_1_noise_-1_noise_type_White,2,9.84,11.45,system continuity,-1,True,0.9541,0.3757,podcast_lecture,White,system,continuity,"[{'word_confidence': [['system', 0.781], ['cognitive', 0.02]], 'confidence': 0.345, 'timestamps': [['system', 0.3, 0.77], ['cognitive', 1.19, 1.82]], 'transcript': 'system cognitive '}]",system,0.9543,because,0.4279
TerenceMckenna-TrueHallucinations06-16_chunk_29_1499105773483229_count_1_noise_0_noise_type_White,2,9.84,11.45,system continuity,0,True,0.9541,0.3757,podcast_lecture,White,system,continuity,"[{'word_confidence': [['system', 0.774], ['because', 0.785], [""they're"", 0.304], ['the', 0.354]], 'confidence': 0.617, 'timestamps': [['system', 0.3, 0.77], ['because', 1.19, 1.44], [""they're"", 1.44, 1.65], ['the', 1.65, 1.84]], 'transcript': ""system because they're the ""}]",system,0.958,because,0.5158
TerenceMckenna-TrueHallucinations06-16_chunk_29_1499105773483229_count_1_noise_10_noise_type_White,2,9.84,11.45,system continuity,10,True,0.9541,0.3757,podcast_lecture,White,system,continuity,"[{'word_confidence': [['system', 0.715], ['privacy', 0.113]], 'confidence': 0.375, 'timestamps': [['system', 0.3, 0.8], ['privacy', 1.18, 1.83]], 'transcript': 'system privacy '}]",system,0.9323,privacy,0.5954
TerenceMckenna-TrueHallucinations06-16_chunk_29_1499105773483229_count_1_noise_20_noise_type_White,2,9.84,11.45,system continuity,20,True,0.9541,0.3757,podcast_lecture,White,system,continuity,"[{'word_confidence': [['system', 0.562], ['proverb', 0.254]], 'confidence': 0.407, 'timestamps': [['system', 0.3, 0.82], ['proverb', 1.19, 1.72]], 'transcript': 'system proverb '}]",system,0.7791,proverb,0.281
TerenceMckenna-TrueHallucinations06-16_chunk_29_1499105773483229_count_1_noise_25_noise_type_White,2,9.84,11.45,system continuity,25,True,0.9541,0.3757,podcast_lecture,White,system,continuity,"[{'word_confidence': [['product', 0.34]], 'confidence': 0.34, 'timestamps': [['product', 1.19, 1.73]], 'transcript': 'product '}]",product,0.4935
TerenceMckenna-TrueHallucinations06-16_chunk_29_1499105773483229_count_1_noise_22_noise_type_White,2,9.84,11.45,system continuity,22,True,0.9541,0.3757,podcast_lecture,White,system,continuity,"[{'word_confidence': [['system', 0.51], ['proverb', 0.328]], 'confidence': 0.418, 'timestamps': [['system', 0.3, 0.82], ['proverb', 1.19, 1.72]], 'transcript': 'system proverb '}]",system,0.6783,proverb,0.3364
